,gene,highly_variable_rank
248,TBC1D8,519.0
249,IL1R1,875.0
250,SLC9A2,473.0
251,PSD4,498.0
252,SLC35F5,535.0
253,DBI,183.0
254,EPB41L5,786.5
255,TMEM185B,987.5
256,TFCP2L1,461.0
257,ERCC3,701.0
258,LIMS2,531.0
259,UGGT1,570.0
260,FAM168B,471.5
261,PLEKHB2,868.0
262,MCM6,723.0
263,CXCR4,130.0
264,ACVR2A,675.0
265,KIF5C,753.0
266,NR4A2,668.0
267,TANC1,573.0
268,MARCH7,897.0
269,PSMD14,884.0
270,DPP4,274.0
271,COBLL1,744.0
272,GALNT3,845.0
273,STK39,800.0
274,CERS6,804.5
275,GORASP2,511.0
276,TLK1,914.5
277,CYBRD1,276.0
278,ITGA6,386.0
279,SP3,610.0
280,WIPF1,581.0
281,ATP5MC3,859.0
282,RBM45,927.5
283,DNAJC10,379.5
284,ITGAV,708.0
285,GULP1,629.0
286,COL3A1,81.5
287,MFSD6,899.0
288,STAT1,745.0
289,MYO1B,774.0
290,TMEFF2,21.0
291,HSPD1,132.0
292,HSPE1,726.0
293,SATB2,843.0
294,C2orf69,953.0
295,BZW1,876.5
296,CLK1,185.0
297,SUMO1,853.0
298,FAM117B,214.5
299,EEF1B2,183.0
300,FASTKD2,491.0
301,PIKFYVE,906.5
302,MAP2,378.0
303,IKZF2,742.0
304,FN1,222.0
305,XRCC5,570.5
306,IGFBP5,133.0
307,TNS1,425.0
308,AAMP,936.0
309,BCS1L,574.0
310,CNPPD1,824.0
311,ATG9A,912.0
312,DES,84.0
313,ACSL3,209.0
314,C2orf72,219.0
315,GIGYF2,829.0
316,TRPM8,121.0
317,COL6A3,177.0
318,RAMP1,345.0
319,GPC1,902.0
320,RNPEPL1,422.0
321,ANO7,294.0
322,CRBN,538.0
323,SRGAP3,882.5
324,THUMPD3,986.0
325,CAMK1,474.0
326,VHL,337.0
327,HDAC11,515.0
328,FBLN2,394.0
329,TMEM43,874.0
330,EAF1,562.0
331,TBC1D5,851.0
332,UBE2E1,866.0
333,THRB,957.0
334,STT3B,231.0
335,CRTAP,799.5
336,CTDSPL,720.0
337,CTNNB1,605.0
338,VIPR1,950.0
339,SEC22C,598.0
340,KIAA1143,534.0
341,UQCRC1,914.0
342,NCKIPSD,973.0
343,NDUFAF3,860.0
344,IMPDH2,264.0
345,QARS,935.0
346,GMPPB,694.0
347,SEMA3F,448.0
348,SEMA3B,863.0
349,CYB561D2,798.5
350,MANF,554.0
351,RBM15B,717.0
352,TEX264,750.5
353,PBRM1,964.5
354,GNL3,521.0
355,SPCS1,1000.0
356,MUSTN1,145.5
357,RFT1,539.0
358,TKT,932.0
359,CHDH,578.0
360,ARF4,368.5
361,FLNB,704.0
362,PDHB,405.0
363,FOXP1,946.5
364,CGGBP1,999.0
365,EPHA3,478.0
366,NIT2,918.0
367,TOMM70,883.0
368,NFKBIZ,638.0
369,ALCAM,277.0
370,IFT57,758.0
371,NECTIN3,690.0
372,BOC,789.0
373,USF3,949.0
374,PLA1A,899.0
375,FSTL1,296.0
376,HGD,181.0
377,RABL3,490.0
378,FAM162A,323.0
379,PARP14,912.0
380,MYLK,63.0
381,ZXDC,953.0
382,PODXL2,673.5
383,SEC61A1,867.0
384,RUVBL1,800.5
385,GATA2,560.0
386,RAB7A,731.5
387,PLXND1,296.0
388,ATP2C1,344.0
389,NUDT16,812.0
390,CPNE4,736.5
391,ACPP,77.0
392,CDV3,717.0
393,RYK,917.0
394,MSL2,824.5
395,FAIM,968.0
396,COPB2,393.0
397,PLOD2,352.0
398,PLSCR1,177.0
399,TM4SF1,902.0
400,EIF2A,215.0
401,SIAH2,741.5
402,P2RY1,430.5
403,DHX36,846.0
404,MME,567.5
405,SSR3,500.0
406,CCNL1,507.0
407,PDCD10,823.0
408,GPR160,156.5
409,TNFSF10,810.0
410,TBL1XR1,363.5
411,ACTL6A,599.0
412,ATP11B,508.0
413,EIF4G1,317.0
414,POLR2H,881.0
415,EIF4A2,559.0
416,ST6GAL1,455.0
417,FAM43A,436.5
418,APOD,88.5
419,TNK2,314.0
420,PAK2,845.0
421,FGFRL1,215.0
422,SPON2,15.0
423,SLBP,238.0
424,TMEM129,653.5
425,LETM1,508.0
426,C4orf48,938.5
427,ADD1,432.0
428,NSG1,464.5
429,BLOC1S4,829.0
430,TBC1D14,561.0
431,QDPR,309.0
432,LCORL,701.0
433,SOD3,17.0
434,SEL1L3,493.0
435,SMIM20,846.0
436,FAM114A1,971.0
437,KLHL5,278.0
438,SMIM14,807.0
439,UBE2K,988.0
440,RBM47,526.0
441,LIMCH1,791.0
442,SLC30A9,954.0
443,BEND4,247.0
444,ATP8A1,682.0
445,CWH43,688.0
446,PAICS,470.0
447,SRP72,892.0
448,IGFBP7,85.0
449,MOB1B,740.0
450,SLC4A4,164.0
451,COX18,917.0
452,USO1,625.0
453,NAAA,944.0
454,NUP54,848.0
455,SCARB2,938.5
456,SHROOM3,802.0
457,CCNI,104.5
458,CCNG2,428.0
459,PRKG2,17.0
460,HNRNPD,882.5
461,ENOPH1,813.0
462,COPS4,503.0
463,CDS1,542.5
464,WDFY3,980.0
465,MAPK10,376.0
466,HSD17B11,389.0
467,NUDT9,708.5
468,SPARCL1,211.0
469,PYURF,332.5
470,HERC3,594.0
471,SNCA,118.0
472,CCSER1,650.0
473,BMPR1B,309.0
474,PPP3CA,461.0
475,CISD2,569.0
476,ARHGEF38,822.5
477,NPNT,974.0
478,SGMS2,728.0
479,CYP2U1,344.0
480,HADH,948.5
481,SEC24B,839.0
482,PLA2G12A,498.0
483,CAMK2D,465.0
484,SEC24D,421.0
485,SYNPO2,411.0
486,USP53,890.0
487,NDUFC1,785.5
488,MGST2,668.5
489,CLGN,767.5
490,ELMOD2,604.0
491,TBC1D9,967.5
492,RNF150,770.0
493,ZNF827,321.0
494,TMEM184C,541.0
495,TRIM2,950.0
496,GUCY1A1,697.0
497,FNIP2,844.0
498,SMIM31,407.5
499,TMEM192,516.0
500,MSMO1,830.0
501,CPE,178.0
502,CBR4,443.0
503,SH3RF1,291.0
504,CLCN3,636.0
505,GALNT7,512.0
506,CEP44,880.0
507,ACSL1,999.0
508,ANKRD37,464.0
509,PDLIM3,481.0
510,FAM149A,541.5
511,FAT1,491.0
512,SLC12A7,479.0
513,MTRR,400.5
514,ATPSCKMT,680.0
515,CCT5,947.5
516,CMBL,849.0
517,MARCH6,321.5
518,DAP,561.5
519,RETREG1,304.0
520,MYO10,444.0
521,GOLPH3,623.0
522,AMACR,38.0
523,RAI14,335.0
524,DNAJC21,874.5
525,LMBRD2,951.5
526,NADK2,803.5
527,RANBP3L,597.0
528,C7,113.0
529,SELENOP,286.0
530,EMB,975.0
531,MTREX,842.0
532,PLPP1,169.0
533,GPBP1,911.0
534,ELOVL7,501.5
535,SMIM15,824.0
536,SHLD3,528.0
537,OCLN,395.0
538,MCCC2,56.0
539,HEXB,518.5
540,CERT1,885.0
541,SCAMP1,974.0
542,THBS4,80.0
543,SERINC5,381.0
544,ZFYVE16,832.0
545,COX7C,664.0
546,CCNH,803.5
547,CETN3,484.0
548,ARRDC3,969.0
549,NR2F1,521.0
550,LNPEP,722.0
551,RGMB,596.0
552,C5orf30,487.0
553,SLC25A46,839.0
554,SRP19,527.0
555,KCNN2,455.0
556,TRIM36,492.0
557,DMXL1,212.0
558,HSD17B4,918.5
559,SLC12A2,301.0
560,IRF1,32.0
561,SHROOM1,274.0
562,UQCRQ,478.0
563,UBE2B,910.0
564,SAR1B,821.0
565,C5orf24,904.0
566,TGFBI,500.0
567,SMAD5,955.0
568,SPOCK1,279.0
569,EGR1,63.0
570,HSPA9,252.5
571,MATR3,334.5
572,PAIP2,479.0
573,NDUFA2,554.0
574,TAF7,332.0
575,PCDH1,776.5
576,RNF14,815.0
577,SPRY4,271.0
578,DPYSL3,715.5
579,ADRB2,308.0
580,SLC26A2,618.0
581,PDGFRB,612.0
582,CD74,32.0
583,GM2A,899.0
584,SLC36A1,795.0
585,SPARC,134.0
586,SAP30L,682.0
587,LARP1,914.0
588,CCNG1,609.0
589,UBTD2,883.0
590,DUSP1,172.0
591,ERGIC1,379.5
592,STC2,158.0
593,PRELID1,851.0
594,DBN1,795.5
595,PDLIM7,854.5
596,B4GALT7,695.0
597,HNRNPH1,306.0
598,CANX,554.5
599,MAPK9,573.5
600,CNOT6,569.0
601,GMDS,214.0
602,RIPK1,389.0
603,TUBB2A,217.5
604,SLC22A23,421.5
605,ECI2,884.5
606,TFAP2A,791.5
607,GCNT2,246.0
608,PAK1IP1,199.0
609,TMEM14C,887.0
610,HIVEP1,464.0
611,NOL7,822.0
612,DTNBP1,977.0
613,TPMT,849.0
614,GMNN,491.0
615,HIST1H4A,124.0
616,HIST1H4B,84.0
617,HIST1H4C,82.5
618,HIST1H2AC,96.0
619,HIST1H1E,644.5
620,HIST1H2BD,579.0
621,HIST1H3D,631.0
622,HIST1H2AD,944.0
623,HIST1H4E,788.0
624,HIST1H2BG,252.0
625,HIST1H2AE,410.0
626,HIST1H4H,302.5
627,HIST1H3H,75.0
628,HIST1H2BN,155.0
629,TRIM27,876.0
630,HLA-F,143.0
631,HLA-A,579.0
632,HLA-E,405.0
633,ATAT1,800.0
634,PRRC2A,991.0
635,BAG6,816.5
636,ABHD16A,672.0
637,HSPA1A,761.0
638,HSPA1B,70.0
639,SNHG32,638.0
640,SLC44A4,930.0
641,CFB,58.0
642,RNF5,849.0
643,HLA-DRA,38.0
644,PSMB8,807.0
645,TAP1,340.5
646,HLA-DMA,598.0
647,BRD2,885.5
648,HLA-DPA1,112.0
649,HLA-DPB1,95.0
650,ITPR3,611.0
651,UQCC2,126.0
652,HMGA1,875.0
653,SPDEF,540.5
654,FKBP5,510.0
655,MAPK13,769.5
656,PPIL1,945.0
657,CCDC167,382.0
658,GLO1,306.0
659,TFEB,620.0
660,C6orf132,582.0
661,MEA1,868.5
662,RRP36,698.0
663,PTK7,759.0
664,XPO5,830.0
665,VEGFA,299.0
666,HSP90AB1,531.5
667,SLC35B2,961.5
668,ENPP4,483.0
669,CYP39A1,885.0
670,PLA2G7,440.0
671,TNFRSF21,356.0
672,FBXO9,981.0
673,ELOVL5,320.5
674,RAB23,903.0
675,FAM135A,302.5
676,SDHAF4,760.0
677,SMAP1,595.0
678,COX7A2,470.0
679,TMEM30A,850.5
680,SENP6,806.0
681,MYO6,138.0
682,IBTK,930.0
683,PGM3,952.5
684,PM20D2,691.0
685,UBE2J1,892.0
686,UFL1,470.0
687,FBXL4,532.0
688,CCNC,674.0
689,PREP,965.0
690,CRYBG1,802.5
691,CD24,366.0
692,SEC63,753.5
693,CD164,708.0
694,CDK19,214.0
695,AMD1,160.0
696,RPF2,919.0
697,LAMA4,751.0
698,HDAC2,727.0
699,GJA1,831.0
700,ARHGAP18,959.5
701,CCN2,211.0
702,TCF21,178.0
703,SGK1,245.0
704,BCLAF1,973.5
705,MAP7,732.0
706,MAP3K5,645.0
707,ARFGEF3,195.0
708,HEBP2,610.0
709,CITED2,777.5
710,UTRN,649.0
711,SYNE1,454.0
712,CNKSR3,974.0
713,DYNLT1,772.5
714,EZR,529.0
715,SOD2,194.0
716,SLC22A3,256.5
717,AFDN,572.0
718,SMOC2,984.5
719,WDR27,928.0
720,C6orf120,759.0
721,CHST12,912.0
722,ACTB,544.0
723,PMS2,553.0
724,KDELR2,360.0
725,MIOS,753.0
726,ICA1,738.0
727,TMEM106B,855.0
728,TSPAN13,722.0
729,AGR2,67.0
730,CDCA7L,782.5
731,NPY,38.0
732,CYCS,676.0
733,CBX3,383.0
734,SKAP2,930.0
735,HOXA10,795.0
736,MTURN,923.5
737,DPY19L1,595.0
738,TRGC1,178.0
739,TRGV9,333.0
740,YAE1,957.0
741,PSMA2,646.5
742,AEBP1,160.5
743,POLD2,773.0
744,TMED4,881.0
745,H2AFV,797.0
746,IGFBP3,68.0
747,IKZF1,523.0
748,SEC61G,355.0
749,ZNF680,405.0
750,ASL,640.0
751,CLDN3,157.0
752,CLDN4,791.0
753,STYXL1,825.0
754,HSPB1,69.0
755,YWHAG,788.5
756,FGL2,578.0
757,SEMA3C,507.0
758,CACNA2D1,608.0
759,STEAP4,226.0
760,STEAP1,200.0
761,STEAP2,96.0
762,CFAP69,655.0
763,CLDN12,496.0
764,CDK14,826.0
765,CYP51A1,611.0
766,ANKIB1,900.0
767,CDK6,772.0
768,COL1A2,128.0
769,PPP1R9A,936.0
770,SLC25A13,639.0
771,SDHAF3,584.5
772,LMTK2,883.0
773,BHLHA15,84.0
774,BRI3,759.0
775,BAIAP2L1,693.0
776,PTCD1,955.0
777,ZNF655,629.0
778,AZGP1,6.0
779,AP4M1,918.0
780,PCOLCE,672.0
781,POP7,894.0
782,AP1S1,948.0
783,SLC26A5,939.0
784,ORC5,745.0
785,KMT2E,821.0
786,CBLL1,609.0
787,DNAJB9,352.0
788,DOCK4,904.0
789,TMEM168,852.0
790,TES,780.0
791,ING3,724.0
792,AASS,897.0
793,CADPS2,807.0
794,ZNF800,759.0
795,ARF5,759.0
796,PODXL,791.0
797,CALD1,512.5
798,FMC1,891.0
799,HIPK2,176.5
800,SLC37A3,375.0
801,NDUFB2,929.0
802,SSBP1,835.0
803,TCAF1,887.0
804,PDIA4,846.0
805,RARRES2,393.0
806,REPIN1,505.0
807,GALNT11,969.5
808,KMT2C,626.5
809,INSIG1,268.0
810,UBE3C,845.5
811,PTPRN2,111.0
812,FBXO25,680.0
813,TDRP,811.0
814,FDFT1,382.0
815,CTSB,248.5
816,CSGALNACT1,387.5
817,PDLIM2,947.0
818,DOCK5,675.0
819,PPP2R2A,702.5
820,EPHX2,892.0
821,CLU,985.0
822,KIF13B,514.5
823,RBPMS,601.0
824,UBXN8,870.0
825,EIF4EBP1,832.0
826,LSM1,581.0
827,TCIM,179.0
828,SFRP1,375.5
829,POLB,600.0
830,POMK,217.0
831,CEBPD,163.0
832,PRKDC,240.0
833,PCMTD1,409.5
834,IMPAD1,740.0
835,FAM110B,319.0
836,SDCBP,869.0
837,NSMAF,928.0
838,RAB2A,593.0
839,YTHDF3,802.0
840,ARMC1,380.0
841,SULF1,628.0
842,RDH10,997.0
843,TMEM70,276.0
844,CRISPLD1,81.0
845,PEX2,929.0
846,TPD52,176.0
847,ZBTB10,154.0
848,FABP5,540.0
849,ZFAND1,407.5
850,CHMP4C,785.0
851,WWP1,276.5
852,NBN,933.0
853,TP53INP1,227.0
854,UQCRB,867.5
855,PTDSS1,697.0
856,MATN2,746.5
857,NIPAL2,485.0
858,STK3,732.0
859,VPS13B,672.5
860,COX6C,718.0
861,POLR2K,684.5
862,RNF19A,463.0
863,PABPC1,60.0
864,KLF10,833.0
865,AZIN1,656.0
866,SLC25A32,520.0
867,EIF3E,242.0
868,EIF3H,491.5
869,MAL2,176.0
870,COL14A1,697.0
871,ATAD2,870.5
872,FBXO32,288.0
873,TRMT12,987.0
874,TRIB1,160.0
875,MYC,116.0
876,EFR3A,989.0
877,PTP4A3,285.5
878,EEF1D,880.0
879,ZNF623,506.0
880,SCRIB,542.5
881,PUF60,338.0
882,GRINA,723.5
883,OPLAH,412.0
884,EXOSC4,371.0
885,GPAA1,771.0
886,CYC1,457.0
887,SHARPIN,853.0
888,BOP1,980.0
889,CPSF1,986.0
890,VPS28,392.0
891,MFSD3,840.5
892,LRRC24,668.0
893,COMMD5,989.0
894,C8orf33,729.5
895,VLDLR,993.0
896,RFX3,845.0
897,BNC2,217.0
898,DENND4C,817.0
899,DNAJA1,373.0
900,SMU1,915.0
901,AQP3,731.5
902,NUDT2,846.5
903,DCTN3,971.0
904,GALT,913.0
905,VCP,602.0
906,STOML2,804.0
907,TESK1,791.0
908,TPM2,116.0
909,GNE,964.0
910,ZFAND5,157.5
911,ALDH1A1,263.0
912,RORB,381.0
913,PRUNE2,858.5
914,GNAQ,495.0
915,IDNK,940.0
916,UBQLN1,212.0
917,RMI1,986.0
918,NAA35,528.0
919,GOLM1,858.0
920,TUT7,268.0
921,DAPK1,612.0
922,CTSL,819.0
923,SECISBP2,953.5
924,GADD45G,523.0
925,AUH,921.0
926,SPTLC1,601.0
927,IARS,964.0
928,OGN,487.0
929,FAM120A,277.0
930,PHF2,759.5
931,FBP1,147.0
932,ERCC6L2,275.0
933,XPA,759.5
934,ANP32B,142.0
935,NANS,73.0
936,CORO2A,549.0
937,COL15A1,485.0
938,ALG2,999.0
939,STX17,529.5
940,ERP44,817.0
941,INVS,636.0
942,NIPSNAP3A,870.0
943,SLC44A1,979.5
944,ZNF462,752.0
945,EPB41L4B,761.0
946,C9orf152,554.0
947,TXN,448.0
948,ECPAS,192.0
949,PTGR1,185.5
950,KIAA1958,541.0
951,FKBP15,927.0
952,SLC31A1,193.0
953,CDC26,897.5
954,PRPF4,378.0
955,POLE3,785.5
956,ATP6V1G1,392.0
957,TMEM268,683.5
958,TNC,721.0
959,ASTN2,443.0
960,PHF19,473.5
961,RAB14,269.0
962,GSN,88.0
963,MRRF,826.0
964,RC3H2,830.0
965,ZBTB6,639.0
966,RABGAP1,935.0
967,STRBP,916.5
968,PPP6C,504.0
969,HSPA5,665.5
970,PBX3,616.0
971,NIBAN2,878.0
972,FPGS,769.0
973,ENG,763.0
974,AK1,482.5
975,WDR34,735.0
976,SET,307.0
977,ENDOG,900.0
978,SPOUT1,898.0
979,NUP188,732.5
980,MIGA2,964.0
981,CRAT,807.0
982,PTPA,945.0
983,C9orf78,748.0
984,GPR107,658.0
985,ASS1,675.0
986,PRRC2B,633.0
987,RALGDS,811.0
988,SURF6,578.0
989,SURF1,439.0
990,VAV2,589.0
991,BRD3,502.5
992,WDR5,965.0
993,COL5A1,398.0
994,ENTR1,662.5
995,SEC16A,618.0
996,AGPAT2,918.5
997,DIPK1B,900.0
998,CCDC183,920.5
999,EDF1,533.0
1000,PTGDS,27.0
1001,PAXX,883.0
1002,ABCA2,522.0
1003,SAPCD2,895.0
1004,DPP7,622.0
1005,LRRC26,351.0
1006,NELFB,786.0
1007,NRARP,712.0
1008,NSMF,946.0
1009,IDI1,371.0
1010,PFKP,619.0
1011,GDI2,463.0
1012,ANKRD16,984.0
1013,DHTKD1,992.5
1014,CDC123,764.0
1015,FAM107B,653.0
1016,RSU1,659.0
1017,VIM,61.0
1018,BAMBI,922.5
1019,NRP1,434.0
1020,CUL2,928.0
1021,CCNY,711.0
1022,ZNF33B,944.0
1023,CXCL12,977.0
1024,ZNF22,534.0
1025,NCOA4,595.5
1026,MSMB,15.0
1027,MAPK8,748.0
1028,ERCC6,616.0
1029,PARG,530.0
1030,WASHC2A,486.0
1031,BICC1,555.0
1032,ANK3,342.0
1033,ARID5B,647.0
1034,SAR1A,790.0
1035,PCBD1,276.0
1036,ASCC1,647.0
1037,DDIT4,262.0
1038,ECD,902.5
1039,USP54,492.0
1040,SEC24C,963.0
1041,CHCHD1,723.5
1042,ZSWIM8,951.0
1043,ADK,920.0
1044,KCNMA1,440.5
1045,TMEM254,207.0
1046,TSPAN14,546.0
1047,GHITM,721.5
1048,ADIRF,276.5
1049,PTEN,406.0
1050,ACTA2,34.0
1051,FAS,597.5
1052,RPP30,666.0
1053,EXOC6,931.0
1054,MYOF,520.0
1055,SORBS1,872.5
1056,TM9SF3,127.0
1057,FRAT2,767.0
1058,GOT1,728.0
1059,SCD,60.0
1060,NFKB2,313.0
1061,BORCS7,422.0
1062,CCDC186,660.0
1063,PDZD8,833.0
1064,BCCIP,650.5
1065,ECHS1,976.0
1066,IFITM2,300.0
1067,IFITM3,253.0
1068,PKP3,663.0
1069,DEAF1,919.0
1070,TALDO1,855.0
1071,CRACR2B,78.0
1072,TOLLIP,443.0
1073,CTSD,864.0
1074,OR51E1,33.0
1075,OR51E2,52.0
1076,OR51C1P,50.0
1077,TRIM22,309.0
1078,CAVIN3,725.0
1079,ARFIP2,634.0
1080,PPFIBP2,805.0
1081,RIC3,478.0
1082,TMEM41B,656.0
1083,SBF2,927.0
1084,EIF4G2,575.5
1085,USP47,559.0
1086,DKK3,696.0
1087,MICAL2,186.0
1088,BTBD10,714.0
1089,PDE3B,394.0
1090,CYP2R1,676.0
1091,NUCB2,586.0
1092,SERGEF,480.0
1093,SAAL1,596.0
1094,SPTY2D1,896.0
1095,LUZP2,191.0
1096,LIN7C,481.0
1097,RCN1,505.5
1098,EIF3M,637.0
1099,CAPRIN1,566.5
1100,APIP,893.0
1101,CD44,163.0
1102,LDLRAD3,707.0
1103,API5,409.0
1104,C11orf96,446.0
1105,EXT2,801.0
1106,TP53I11,555.0
1107,LARGE2,971.0
1108,MDK,201.5
1109,PACSIN3,683.0
1110,PTPMT1,969.5
1111,MTCH2,978.0
1112,PTPRJ,944.5
1113,SLC43A1,728.5
1114,UBE2L6,391.0
1115,SERPING1,453.0
1116,MED19,800.0
1117,GLYATL1,401.0
1118,FAM111A,539.5
1119,OSBP,686.0
1120,PRPF19,728.0
1121,CYB561A3,860.0
1122,SYT7,438.0
1123,FADS2,151.0
1124,FADS1,345.0
1125,FTH1,72.0
1126,ASRGL1,468.0
1127,EEF1G,76.0
1128,GANAB,611.0
1129,C11orf98,678.0
1130,UQCC3,487.0
1131,TMEM223,710.0
1132,TMEM179B,921.5
1133,PLAAT4,21.0
1134,PLAAT3,375.0
1135,SPINDOC,614.0
1136,DNAJC4,739.0
1137,GPR137,893.0
1138,PRDX5,208.0
1139,SF1,808.5
1140,SNX15,822.0
1141,TM7SF2,351.0
1142,CDC42EP2,409.5
1143,PCNX3,996.0
1144,FIBP,731.0
1145,CCDC85B,897.0
1146,SF3B2,561.0
1147,C11orf80,438.0
1148,POLD4,459.0
1149,CORO1B,785.5
1150,GSTP1,199.0
1151,NUDT8,382.0
1152,PPP6R3,115.5
1153,IGHMBP2,274.0
1154,TPCN2,190.0
1155,CCND1,727.0
1156,LTO1,493.0
1157,ANO1,167.0
