,gene,highly_variable_rank
1158,DHCR7,405.5
1159,NADSYN1,580.0
1160,STARD10,77.0
1161,ACER3,535.0
1162,CAPN5,181.0
1163,NDUFC2,808.5
1164,NARS2,533.0
1165,TMEM126A,976.0
1166,PICALM,855.0
1167,PRSS23,147.0
1168,FZD4,260.0
1169,TMEM135,482.0
1170,SMCO4,592.0
1171,C11orf54,535.0
1172,AMOTL1,936.0
1173,ENDOD1,264.0
1174,SESN3,288.5
1175,MAML2,968.0
1176,BIRC3,511.5
1177,TMEM123,520.5
1178,SLC35F2,413.0
1179,SIK2,564.0
1180,C11orf1,565.0
1181,CRYAB,288.0
1182,C11orf52,953.0
1183,TIMM8B,646.0
1184,PTS,790.5
1185,REXO2,940.0
1186,CADM1,825.0
1187,TAGLN,55.0
1188,FXYD6,570.0
1189,DDX6,924.5
1190,SLC37A4,803.0
1191,HYOU1,668.0
1192,DPAGT1,785.0
1193,MCAM,90.0
1194,TRIM29,124.0
1195,ARHGEF12,988.0
1196,SC5D,983.0
1197,HSPA8,81.0
1198,TBRG1,664.0
1199,SIAE,644.5
1200,EI24,913.0
1201,STT3A,840.0
1202,ETS1,763.0
1203,ST14,980.5
1204,NCAPD3,117.0
1205,THYN1,585.0
1206,ACAD8,679.5
1207,GLB1L2,184.0
1208,CRACR2A,511.0
1209,CCND2,995.0
1210,VWF,152.0
1211,CD9,821.0
1212,NCAPD2,888.0
1213,C1S,209.0
1214,C1R,133.0
1215,A2M,153.0
1216,STYK1,821.0
1217,DUSP16,973.0
1218,FAM234B,238.0
1219,H2AFJ,139.0
1220,WBP11,615.0
1221,MGP,116.0
1222,ARHGDIB,389.0
1223,MGST1,840.0
1224,CMAS,743.0
1225,KRAS,398.5
1226,ITPR2,226.0
1227,ERGIC2,613.0
1228,BICD1,620.0
1229,ALG10B,994.0
1230,ZCRB1,374.0
1231,TWF1,855.5
1232,SCAF11,738.5
1233,TMBIM6,822.5
1234,LETMD1,781.0
1235,DAZAP2,468.0
1236,ACVR1B,852.0
1237,NR4A1,37.5
1238,KRT5,47.0
1239,KRT8,374.5
1240,KRT18,556.5
1241,EIF4B,626.5
1242,IGFBP6,500.0
1243,MFSD5,749.0
1244,PFDN5,327.5
1245,PCBP2,155.5
1246,TARBP2,979.0
1247,ITGA5,320.0
1248,BLOC1S1,948.0
1249,ERBB3,303.0
1250,MYL6B,979.0
1251,ANKRD52,823.0
1252,CS,839.0
1253,CNPY2,957.0
1254,BAZ2A,782.0
1255,ATP5F1B,869.0
1256,SHMT2,90.5
1257,RXYLT1,920.0
1258,RASSF3,466.0
1259,CAND1,519.5
1260,DYRK2,911.0
1261,LYZ,28.0
1262,RAB3IP,465.0
1263,TSPAN8,65.0
1264,GLIPR1,444.0
1265,KRR1,862.5
1266,PHLDA1,589.0
1267,OSBPL8,329.0
1268,PAWR,688.0
1269,PPP1R12A,929.0
1270,TMTC3,815.5
1271,ATP2B1,420.0
1272,LUM,203.0
1273,DCN,103.0
1274,UBE2N,887.0
1275,SOCS2,660.0
1276,TMCC3,416.5
1277,VEZT,947.0
1278,SNRPF,588.0
1279,LTA4H,361.5
1280,ANKS1B,995.5
1281,IGF1,231.0
1282,NT5DC3,804.0
1283,HSP90B1,297.0
1284,WASHC4,945.5
1285,PRDM4,419.0
1286,SSH1,747.0
1287,GPN3,929.0
1288,VPS29,624.5
1289,PPP1CC,486.0
1290,ATXN2,970.0
1291,HECTD4,772.0
1292,TBX3,452.0
1293,C12orf49,559.0
1294,WSB2,965.5
1295,TAOK3,536.0
1296,COX6A1,965.5
1297,SRSF9,319.5
1298,DYNLL1,307.0
1299,MLEC,806.5
1300,CAMKK2,461.0
1301,ANAPC5,308.5
1302,PSMD9,495.0
1303,MPHOSPH9,505.5
1304,SBNO1,609.5
1305,ZNF664,257.0
1306,SCARB1,676.0
1307,BRI3BP,877.5
1308,ZNF140,873.0
1309,ZMYM2,958.0
1310,CRYL1,766.0
1311,SAP18,730.0
1312,MICU2,718.0
1313,MIPEP,43.0
1314,NUP58,811.0
1315,WASF3,553.5
1316,POLR1D,270.5
1317,POMP,578.0
1318,SLC7A1,414.0
1319,UBL3,974.0
1320,HMGB1,327.5
1321,N4BP2L2,685.5
1322,STARD13,964.5
1323,POSTN,491.0
1324,UFM1,953.0
1325,LHFPL6,289.0
1326,TSC22D1,456.0
1327,LCP1,893.0
1328,NUDT15,709.0
1329,LPAR6,544.0
1330,FNDC3A,916.5
1331,RCBTB1,392.0
1332,NEK3,630.0
1333,KLF5,425.0
1334,COMMD6,212.0
1335,NDFIP2,912.0
1336,ABCC4,144.0
1337,DNAJC3,955.0
1338,IPO5,331.0
1339,TM9SF2,548.5
1340,TMTC4,823.0
1341,EFNB2,122.0
1342,COL4A1,534.5
1343,ING1,270.0
1344,APEX1,345.0
1345,PIP4P1,892.0
1346,RNASE1,321.0
1347,HNRNPC,395.5
1348,DAD1,996.0
1349,OXA1L,475.0
1350,SLC7A8,986.0
1351,PRKD1,682.0
1352,DTD2,837.0
1353,BAZ1A,806.0
1354,NFKBIA,651.0
1355,BRMS1L,661.0
1356,MBIP,414.0
1357,FOXA1,416.0
1358,TTC6,816.0
1359,MIA2,958.0
1360,SAV1,690.5
1361,TXNDC16,372.0
1362,GNPNAT1,562.0
1363,CNIH1,804.5
1364,MAPK1IP1L,561.0
1365,LGALS3,490.0
1366,KTN1,761.5
1367,PSMA3,800.0
1368,TIMM9,795.5
1369,RTN1,522.0
1370,DHRS7,528.5
1371,PPM1A,886.5
1372,TMEM30B,430.0
1373,SGPP1,154.5
1374,MTHFD1,826.5
1375,PLEKHH1,157.0
1376,PIGH,441.0
1377,ARG2,176.0
1378,RDH11,113.0
1379,ERH,691.0
1380,COX16,898.0
1381,SYNJ2BP,690.0
1382,ZNF410,929.0
1383,ALDH6A1,389.5
1384,NPC2,199.5
1385,AREL1,808.0
1386,FOS,35.0
1387,VASH1,720.0
1388,SEL1L,425.0
1389,TC2N,293.0
1390,MOAP1,363.0
1391,IFI27L1,472.0
1392,GLRX5,951.0
1393,WARS,109.0
1394,EIF5,539.5
1395,CKB,390.5
1396,ATP5MPL,607.0
1397,CEP170B,954.0
1398,BTBD6,692.0
1399,CRIP2,973.5
1400,IGHA1,1.0
1401,NIPA1,397.0
1402,NIPA2,250.0
1403,TJP1,635.0
1404,EMC7,936.0
1405,NOP10,661.0
1406,AQR,979.5
1407,MEIS2,809.0
1408,THBS1,154.0
1409,EIF2AK4,857.0
1410,SPINT1,477.0
1411,PLA2G4F,817.0
1412,PDIA3,837.5
1413,SERF2,638.0
1414,B2M,52.5
1415,C15orf48,127.0
1416,SLC30A4,784.0
1417,FBN1,770.0
1418,SECISBP2L,885.0
1419,COPS2,469.5
1420,TMOD3,853.0
1421,MYO5C,986.0
1422,FAM214A,452.0
1423,RAB27A,243.0
1424,ADAM10,906.0
1425,ICE2,952.0
1426,APH1B,844.0
1427,CIAO2A,753.5
1428,PPIB,166.5
1429,HACD3,547.0
1430,RAB11A,653.5
1431,MAP2K1,918.5
1432,C15orf61,644.5
1433,MAP2K5,843.5
1434,ANP32A,293.0
1435,TLE3,548.0
1436,BBS4,743.5
1437,ADPGK,487.0
1438,LMAN1L,726.0
1439,CPLX3,705.0
1440,SCAMP2,712.0
1441,MPI,457.0
1442,UBE2Q2,715.0
1443,CIB2,585.0
1444,PSMA4,855.5
1445,MORF4L1,796.5
1446,MTHFS,461.0
1447,ZFAND6,786.0
1448,ABHD17C,467.0
1449,SEC11A,185.0
1450,ISG20,609.5
1451,MFGE8,474.5
1452,ABHD2,47.0
1453,POLG,753.0
1454,MESP1,83.0
1455,MAN2A2,858.0
1456,FAM174B,829.0
1457,MCTP2,850.0
1458,IGF1R,762.5
1459,SYNM,202.0
1460,NME4,734.0
1461,METTL26,244.0
1462,JPT2,767.0
1463,MAPK8IP3,889.0
1464,HAGH,925.0
1465,SLC9A3R2,909.0
1466,PGP,811.5
1467,ECI1,406.0
1468,RNPS1,647.0
1469,ZG16B,476.0
1470,BICDL2,879.0
1471,IL32,58.0
1472,ZNF263,758.0
1473,NAA60,566.0
1474,TRAP1,796.0
1475,NMRAL1,471.0
1476,HMOX2,884.0
1477,ROGDI,960.0
1478,PPL,427.0
1479,ALG1,846.0
1480,ABAT,612.0
1481,C16orf72,901.0
1482,LITAF,230.0
1483,SNN,459.5
1484,RSL1D1,170.0
1485,TMC5,664.0
1486,GP2,305.0
1487,ACSM1,24.0
1488,THUMPD1,353.0
1489,LYRM1,919.0
1490,CRYM,213.0
1491,GGA2,916.0
1492,NDUFAB1,830.0
1493,GTF3C1,641.5
1494,XPO6,640.5
1495,NUPR1,232.0
1496,RABEP2,381.0
1497,MAZ,920.5
1498,CDIPT,980.5
1499,SEZ6L2,559.0
1500,TMEM219,831.0
1501,PPP4C,682.0
1502,ZNF768,814.0
1503,ZNF688,540.5
1504,ZNF785,529.0
1505,ORAI3,784.5
1506,PRSS8,484.0
1507,GPT2,633.0
1508,DNAJA2,862.0
1509,PHKB,819.0
1510,LONP2,474.0
1511,IRX3,697.0
1512,MMP2,651.0
1513,NUDT21,960.5
1514,MT2A,7.0
1515,MT1E,79.5
1516,MT1G,20.0
1517,MT1X,65.0
1518,NUP93,995.0
1519,HERPUD1,331.0
1520,ADGRG1,631.0
1521,CNOT1,974.0
1522,GOT2,679.0
1523,CDH11,778.0
1524,TK2,613.0
1525,CMTM4,612.0
1526,CIAO2B,429.0
1527,ESRP2,546.5
1528,CHTF8,622.0
1529,CYB5B,778.0
1530,NQO1,801.0
1531,MON1B,642.5
1532,MAF,618.0
1533,CDYL2,512.0
1534,CMC2,957.0
1535,CENPN,175.0
1536,COX4I1,516.5
1537,CYBA,363.0
1538,MVD,556.0
1539,APRT,423.0
1540,CHMP1A,332.0
1541,INPP5K,990.0
1542,SERPINF1,538.0
1543,SHPK,896.0
1544,PELP1,794.0
1545,SPAG7,845.0
1546,NUP88,564.0
1547,RNASEK,429.0
1548,PHF23,760.0
1549,CLDN7,490.0
1550,ZBTB4,977.0
1551,EIF4A1,354.0
1552,TP53,688.5
1553,RANGRF,509.0
1554,MYH10,654.0
1555,MAP2K4,820.0
1556,TTC19,616.0
1557,NCOR1,568.5
1558,UBB,201.0
1559,RASD1,267.0
1560,MFAP4,407.0
1561,ALDH3A2,870.0
1562,TMEM97,811.0
1563,FAM222B,848.0
1564,DHRS13,798.0
1565,PHF12,316.0
1566,GOSR1,933.0
1567,RHOT1,722.0
1568,ACACA,451.0
1569,PSMB3,695.0
1570,PPP1R1B,130.0
1571,ERBB2,811.0
1572,IGFBP4,511.0
1573,KRT15,16.0
1574,EIF1,130.0
1575,JUP,875.5
1576,FKBP10,517.0
1577,NT5C3B,799.5
1578,CNP,976.0
1579,CAVIN1,519.0
1580,WNK4,280.0
1581,NBR1,397.0
1582,DHX8,673.0
1583,SLC25A39,216.0
1584,MAPT,968.0
1585,NSF,701.0
1586,NPEPPS,546.0
1587,PNPO,703.0
1588,PRR15L,874.0
1589,PRAC1,106.0
1590,PRAC2,299.0
1591,HOXB13,532.0
1592,ZNF652,920.0
1593,SLC35B1,615.0
1594,COL1A1,101.0
1595,LRRC59,993.0
1596,TOB1,596.0
1597,NME1,886.0
1598,TOM1L1,447.0
1599,PCTP,724.0
1600,SUPT4H1,725.0
1601,MTMR4,716.0
1602,TRIM37,886.0
1603,PTRH2,946.5
1604,VMP1,957.0
1605,TBX2,545.0
1606,MRC2,536.5
1607,CYB561,938.0
1608,DCAF7,324.0
1609,LIMD2,173.0
1610,TEX2,750.0
1611,PECAM1,335.0
1612,SMURF2,706.0
1613,ABCA8,486.0
1614,MAP2K6,993.5
1615,SOX9,691.0
1616,SLC39A11,995.0
1617,GPRC5C,807.0
1618,HID1,382.0
1619,ATP5PD,787.0
1620,JPT1,217.0
1621,LLGL2,998.0
1622,H3F3B,161.0
1623,WBP2,843.0
1624,CDK3,655.0
1625,EVPL,875.5
1626,MXRA7,286.0
1627,TMC6,798.0
1628,SYNGR2,571.0
1629,AFMID,649.0
1630,USP36,644.0
1631,TIMP2,472.0
1632,LGALS3BP,270.0
1633,CANT1,977.0
1634,EIF4A3,623.0
1635,SLC26A11,882.0
1636,BAIAP2,736.0
1637,SLC25A10,677.0
1638,P4HB,740.5
1639,ANAPC11,606.0
1640,PCYT2,836.0
1641,PYCR1,365.5
1642,CENPX,285.0
1643,DCXR,356.0
1644,DUS1L,870.5
1645,FASN,350.0
1646,HEXD,640.0
1647,CYBC1,543.0
1648,USP14,463.0
1649,COLEC12,115.0
1650,ENOSF1,805.0
1651,YES1,969.0
1652,MYL12B,654.0
1653,NDUFV2,333.0
1654,ANKRD12,882.5
1655,RALBP1,714.0
1656,PPP4R1,834.0
1657,VAPA,708.0
1658,APCDD1,96.0
1659,CHMP1B,678.0
1660,IMPA2,462.0
1661,TUBB6,661.0
1662,AFG3L2,909.0
1663,SEH1L,675.5
1664,LDLRAD4,331.0
1665,RNMT,978.0
1666,SNRPD1,989.0
1667,MIB1,775.0
1668,NPC1,953.0
1669,ANKRD29,83.0
1670,LAMA3,97.0
1671,KCTD1,562.0
1672,DSC2,401.0
1673,DSG2,256.0
1674,ZNF397,804.0
1675,GALNT1,713.0
1676,SLC39A6,187.0
1677,TPGS2,360.0
1678,SMAD2,675.0
1679,C18orf32,806.0
1680,ATP8B1,117.0
1681,NEDD4L,302.0
1682,SEC11C,182.0
1683,LMAN1,461.0
1684,PIGN,670.0
1685,ZCCHC2,757.0
1686,BCL2,895.0
1687,CYB5A,518.0
1688,CNDP2,174.0
1689,PLPP2,871.5
1690,CFD,673.0
1691,STK11,840.0
1692,PWWP3A,871.0
1693,NDUFS7,857.0
1694,GAMT,406.5
1695,REEP6,527.0
1696,MEX3D,653.0
1697,DOT1L,932.0
1698,LMNB2,827.0
1699,GADD45B,802.0
1700,SLC39A3,892.0
1701,THOP1,641.0
1702,NCLN,860.0
1703,HMG20B,945.5
1704,EEF2,481.5
1705,HDGFL2,528.0
1706,MYDGF,679.0
1707,SLC25A23,797.0
1708,CAMSAP3,940.5
1709,STXBP2,537.0
1710,CD320,417.0
1711,RAB11B,432.0
1712,UBL5,442.0
1713,PPAN,959.0
1714,DNMT1,945.0
1715,TIMM29,925.0
1716,LDLR,218.0
1717,RAB3D,308.0
1718,CNN1,92.0
1719,ELOF1,922.5
1720,TNPO2,838.0
1721,TRIR,353.0
1722,JUNB,131.0
1723,NACC1,896.5
1724,IER2,57.0
1725,C19orf53,534.0
1726,DNAJB1,642.0
1727,NOTCH3,624.0
1728,AKAP8,973.0
1729,RAB8A,740.5
1730,SLC35E1,340.0
1731,USE1,974.0
1732,BST2,217.0
1733,PIK3R2,780.0
1734,LSM4,715.0
1735,GDF15,53.0
1736,UBA52,493.0
1737,HOMER3,888.0
1738,TMEM161A,371.0
1739,YJEFN3,787.0
1740,ATP13A1,538.0
1741,ZNF14,903.0
1742,ZNF253,662.0
1743,URI1,774.5
1744,NUDT19,912.0
1745,RHPN2,720.0
1746,LRP3,539.0
1747,KCTD15,651.0
1748,LSM14A,536.5
1749,UBA2,665.5
1750,ZNF30,492.5
1751,HPN,326.0
1752,FXYD1,844.0
1753,FXYD5,585.0
1754,KMT2B,792.0
1755,HSPB6,501.0
1756,TYROBP,434.0
1757,CAPNS1,801.0
1758,ZNF146,625.0
1759,ZNF607,907.0
1760,PPP1R14A,992.0
1761,YIF1B,989.5
1762,PSMD8,575.0
1763,PAK4,497.0
1764,SAMD4B,932.0
1765,ZFP36,294.0
1766,PSMC4,632.0
1767,LTBP4,208.0
1768,SNRPA,688.0
1769,AXL,674.5
1770,TGFB1,433.0
1771,PAFAH1B3,382.0
1772,CADM4,834.0
1773,ZNF283,919.0
1774,ZNF284,638.0
1775,CBLC,548.0
1776,TOMM40,911.0
1777,FOSB,36.0
1778,VASP,808.5
1779,FBXO46,881.0
1780,IRF2BP1,837.5
1781,SLC1A5,789.5
1782,LIG1,494.0
1783,EMP3,761.0
1784,SPHK2,645.0
1785,BCAT2,745.0
1786,BAX,967.0
1787,FTL,104.0
1788,CD37,136.0
1789,TEAD2,654.5
1790,PRRG2,675.0
1791,PRR12,868.0
1792,AKT1S1,488.0
1793,ATF5,996.0
1794,MYH14,604.0
1795,C19orf48,335.0
1796,KLK4,217.0
1797,KLK11,142.0
1798,ETFB,499.0
1799,ZNF577,617.0
1800,ZNF649,439.0
1801,ZNF613,756.0
1802,ZNF615,408.0
1803,ZNF766,821.0
1804,ZNF765,960.0
1805,ZNF761,512.0
1806,MYADM,966.0
1807,NDUFA3,870.5
1808,TFPT,400.0
1809,CDC42EP5,218.0
1810,TMEM238,744.0
1811,ZNF587B,965.5
1812,ZNF544,914.5
1813,ERVK3-1,458.0
1814,TRIM28,515.0
1815,SOX12,641.5
1816,FAM110A,589.0
1817,FKBP1A,171.0
1818,SNRPB,910.0
1819,VPS16,894.0
1820,SLC23A2,740.0
1821,PCNA,249.0
1822,MCM8,730.0
1823,PLCB1,412.0
1824,PLCB4,235.0
1825,JAG1,251.0
1826,DSTN,899.0
1827,SEC23B,764.0
1828,SMIM26,831.5
1829,ACSS1,816.0
1830,ABHD12,474.0
1831,ID1,150.0
1832,CBFA2T2,723.0
1833,PXMP4,385.0
1834,ITCH,973.0
1835,TRPC4AP,571.0
1836,NFS1,980.0
1837,MYL9,48.5
1838,NDRG3,337.5
1839,TGM2,60.0
1840,ZHX3,693.0
1841,CHD6,952.0
1842,SDC4,768.0
1843,PIGT,842.0
1844,WFDC2,138.5
1845,PLTP,481.5
1846,SLC35C2,900.0
1847,PREX1,540.0
1848,UBE2V1,328.0
1849,ADNP,822.0
1850,PMEPA1,560.0
1851,ATP5F1E,842.0
1852,CDH26,223.0
1853,PSMA7,922.0
1854,ARFGAP1,924.0
1855,PPDPF,647.0
1856,ZGPAT,963.0
1857,UCKL1,808.0
1858,CXADR,419.0
1859,ATP5PF,931.0
1860,APP,131.0
1861,CCT8,988.0
1862,CLDN8,585.0
1863,RUNX1,533.0
1864,DOP1B,338.0
1865,SIM2,869.5
1866,PIGP,878.5
1867,GET1,878.0
1868,PCP4,188.0
1869,BACE2,507.0
1870,TMPRSS2,249.0
1871,CSTB,642.0
1872,COL18A1,736.5
1873,SLC19A1,325.0
1874,COL6A1,746.0
1875,COL6A2,563.5
1876,YBEY,302.0
1877,TMEM121B,423.0
1878,ATP6V1E1,687.0
1879,HIRA,873.5
1880,UFD1,643.5
1881,SEPTIN5,613.5
1882,TXNRD2,563.5
1883,ARVCF,434.5
1884,SDF2L1,616.0
1885,MAPK1,591.0
1886,SLC2A11,969.5
1887,MIF,184.0
1888,DDT,594.0
1889,GGT5,532.0
1890,LRRC75B,800.5
1891,CCDC117,946.0
1892,RHBDD3,965.0
1893,NEFH,22.0
1894,NIPSNAP1,921.0
1895,SMTN,811.0
1896,SELENOM,875.0
1897,PATZ1,877.5
1898,TIMP3,100.0
1899,HMGXB4,569.0
1900,MCM5,901.5
1901,MB,688.0
1902,APOL1,569.0
1903,FOXRED2,984.5
1904,EIF3D,255.5
1905,LGALS1,281.0
1906,H1F0,193.0
1907,GCAT,496.0
1908,EIF3L,167.5
1909,POLR2F,879.0
1910,NPTXR,454.0
1911,CBX6,791.0
1912,APOBEC3F,755.0
1913,ATF4,741.0
1914,SLC25A17,568.5
1915,ZC3H7B,687.0
1916,PMM1,928.0
1917,SREBF2,588.0
1918,NAGA,937.0
1919,SMDT1,904.5
1920,NDUFA6,715.5
1921,RRP7A,155.0
1922,POLDIP3,855.0
1923,BIK,744.0
1924,TSPO,384.0
1925,TTLL12,836.0
1926,ARHGAP8,826.0
1927,PHF21B,461.0
1928,FBLN1,108.0
1929,HDAC10,864.0
1930,ARSA,992.0
1931,SHANK3,936.5
1932,ASMTL,891.0
1933,TMSB4X,88.5
1934,PIR,975.0
1935,REPS2,616.0
1936,SCML1,640.0
1937,RAI2,664.5
1938,EIF1AX,442.0
1939,SMS,298.0
1940,PRDX4,505.0
1941,SAT1,586.0
1942,EIF2S3,86.0
1943,TAB3,963.0
1944,DMD,930.5
1945,DDX3X,369.0
1946,MAOA,412.0
1947,NDUFB11,611.0
1948,CDK16,679.5
1949,TIMP1,65.0
1950,EBP,447.0
1951,RBM3,841.0
1952,PQBP1,780.5
1953,CCDC120,634.0
1954,PAGE4,90.0
1955,MAGED1,370.0
1956,HSD17B10,730.0
1957,PHF8,758.0
1958,MAGED2,827.0
1959,MAGEH1,884.0
1960,SPIN4,817.0
1961,AR,775.0
1962,OPHN1,629.0
1963,YIPF6,756.5
1964,EDA,444.0
1965,IGBP1,562.0
1966,PDZD11,367.0
1967,GJB1,611.0
1968,NONO,343.5
1969,OGT,464.0
1970,MAGT1,829.0
1971,COX7B,971.0
1972,PGK1,188.0
1973,SH3BGRL,525.5
1974,TMSB15A,218.0
1975,TCEAL9,828.0
1976,MORF4L2,588.0
1977,RBM41,876.0
1978,PRPS1,143.0
1979,IL13RA1,966.0
1980,NDUFA1,512.0
1981,LAMP2,538.0
1982,CUL4B,808.5
1983,C1GALT1C1,689.0
1984,XIAP,565.0
1985,STAG2,348.0
1986,SMARCA1,483.5
1987,MOSPD1,867.0
1988,MMGT1,848.0
1989,CETN2,810.0
1990,BGN,113.0
1991,PLXNB3,971.0
1992,SSR4,289.0
1993,FLNA,90.0
1994,GDI1,669.0
1995,PLXNA3,522.0
1996,DKC1,873.0
1997,MPP1,489.0
1998,FUNDC2,864.0
1999,VBP1,803.0
